gene,baseMean,log2FC,lfcSE,stat,pvalue,padj,gene_symbol,design_name,design_formula
ENSG00000000003,167.0571818624,0.538706584012954,0.14998225272652013,3.591802191391535,0.00032839908265613313,0.024033013121292458,TSPAN6,age_sex,~age + sex + condition
ENSG00000000419,346.9975428573045,0.10720999160950788,0.08191669428530447,1.3087685305770564,0.1906127698271528,0.517329470115524,DPM1,age_sex,~age + sex + condition
ENSG00000000457,642.3910800338966,0.15002593461984215,0.1828247960125504,0.820599491381592,0.41187443749775576,0.7206409983592456,SCYL3,age_sex,~age + sex + condition
ENSG00000000460,492.5989937582828,-0.021376077536912584,0.16009412293837377,-0.13352193787364097,0.8937806156920703,0.9647846151982524,FIRRM,age_sex,~age + sex + condition
ENSG00000000938,34.98096296992623,-0.0785996801691071,0.31936658213514046,-0.24611116054668336,0.8055961838807718,0.931511064935104,FGR,age_sex,~age + sex + condition
ENSG00000000971,206.46098360088203,-0.2698244804991456,0.24426168904073545,-1.1046532985127562,0.26930984683005155,0.6054209436412857,CFH,age_sex,~age + sex + condition
ENSG00000001036,217.43971254565153,0.0760294933910466,0.18866390284652632,0.4029890839950174,0.6869562549079252,0.87878915851635,FUCA2,age_sex,~age + sex + condition
ENSG00000001084,1033.2519158008035,0.03237628475625599,0.11443484589060578,0.2829233045606245,0.7772356296763882,0.919676781577564,GCLC,age_sex,~age + sex + condition
ENSG00000001167,1381.4505224719803,0.05841316544828941,0.1267086498626453,0.4610037713416601,0.6447958993552649,0.857304748908474,NFYA,age_sex,~age + sex + condition
ENSG00000001460,1047.2079897804526,-0.2246019704138514,0.10823369554768486,-2.075157549387176,0.0379719354994156,0.25759732309394784,STPG1,age_sex,~age + sex + condition
ENSG00000001461,6768.184491720592,-0.3327268151304847,0.1653604031105593,-2.0121311321914526,0.044206115693065096,0.2740256585895749,NIPAL3,age_sex,~age + sex + condition
ENSG00000001497,1768.9624374680989,0.1398637823901113,0.1039120321385095,1.345982553817059,0.17830814305790943,0.5023185691589439,LAS1L,age_sex,~age + sex + condition
ENSG00000001561,975.5802255729532,-0.020745208123786947,0.09459061057852589,-0.21931572274359074,0.8264041150486252,0.9400382459400425,ENPP4,age_sex,~age + sex + condition
ENSG00000001617,2237.328842799642,0.05349787658270016,0.12413966868313467,0.43094908460931197,0.6665053921910178,0.8688898411476529,SEMA3F,age_sex,~age + sex + condition
ENSG00000001629,2101.9266676131597,0.07305813629231737,0.06499992975453041,1.123972542250714,0.26102467452777656,0.5981091757577576,ANKIB1,age_sex,~age + sex + condition
ENSG00000001630,543.3454407600982,-0.0901480552545122,0.20518825517108732,-0.43934315431137205,0.6604129095123896,0.8660857527579067,CYP51A1,age_sex,~age + sex + condition
ENSG00000001631,1606.8501757315055,-0.02906889601922613,0.06011625853112242,-0.4835446637813804,0.6287090547610799,0.849572435953151,KRIT1,age_sex,~age + sex + condition
ENSG00000002016,622.8265252877492,-0.02092451626368193,0.11477404627300432,-0.1823105217873941,0.8553390418674082,0.9511262137560489,RAD52,age_sex,~age + sex + condition
ENSG00000002330,784.5500705353091,0.16964900314904108,0.11470316171847376,1.4790263895726414,0.13913326192085518,0.4534569186861555,BAD,age_sex,~age + sex + condition
ENSG00000002549,471.5333417759295,0.4077902450293684,0.12931516856133676,3.153460259659681,0.0016134719515340412,0.05376837747981461,LAP3,age_sex,~age + sex + condition
ENSG00000002586,285.22836665145275,0.4466507809540602,0.16081706082945027,2.77738430643091,0.005479834460389994,0.10185636684502142,CD99,age_sex,~age + sex + condition
ENSG00000002587,434.4762661969883,-0.07176840879720531,0.24567375860817772,-0.29212891602178775,0.7701880586950873,0.9163404967520801,HS3ST1,age_sex,~age + sex + condition
ENSG00000002745,15.336417861748078,0.3055364660523956,0.42074786645644796,0.7261747246055779,0.4677316646309453,0.7589496424759244,WNT16,age_sex,~age + sex + condition
ENSG00000002746,1342.3380495062515,-0.18781281910653566,0.14044940268458114,-1.3372276102043843,0.18114835202404989,0.5056829441720976,HECW1,age_sex,~age + sex + condition
ENSG00000002822,988.2047180927473,-0.14437403362494677,0.09860061494044722,-1.464230559942712,0.14313096295920502,0.45817554697283197,MAD1L1,age_sex,~age + sex + condition
ENSG00000002834,2677.9042059292105,0.03740421241027771,0.08208744703631889,0.45566300038212343,0.6486323321656613,0.8593435764785642,LASP1,age_sex,~age + sex + condition
ENSG00000002919,510.1177032678694,0.1836506599236376,0.08945606155894761,2.052970550269753,0.0400754337844649,0.2637231776862619,SNX11,age_sex,~age + sex + condition
ENSG00000002933,366.83122727449484,0.8851677866243222,0.20883977540432588,4.238501908511375,2.2501627046313138e-05,0.004394691675117132,TMEM176A,age_sex,~age + sex + condition
ENSG00000003056,1256.5645912378686,0.23020007881375174,0.09033823056917735,2.548202210330806,0.010827968755471299,0.14163995523303807,M6PR,age_sex,~age + sex + condition
ENSG00000003096,380.5754190396671,-0.1117478904836374,0.16007518549602665,-0.6980962735564731,0.48511698838328476,0.7676207624004359,KLHL13,age_sex,~age + sex + condition
ENSG00000003137,82.32885966199893,1.5179944164119146,0.6778690054511807,2.2393624788930384,0.025132340644289333,0.2137314276981362,CYP26B1,age_sex,~age + sex + condition
ENSG00000003147,403.3819821033364,-0.4540292107514651,0.20361277295392333,-2.2298660548874794,0.025756336532237172,0.21593393767143024,ICA1,age_sex,~age + sex + condition
ENSG00000003249,1019.8615998631676,-0.26364501772670046,0.21493931053939053,-1.2266021374362974,0.21997216545607856,0.5527292411382455,DBNDD1,age_sex,~age + sex + condition
ENSG00000003393,2857.19615867448,-0.07100082079145317,0.06757754346257329,-1.0506570252997698,0.293416140182608,0.6249262136060809,ALS2,age_sex,~age + sex + condition
ENSG00000003400,47.16437768563353,0.06874576429338987,0.229933565977454,0.29898098609983154,0.7649545532789815,0.9142569842985254,CASP10,age_sex,~age + sex + condition
ENSG00000003402,2109.250748393284,-0.06556000253891849,0.08376738936556752,-0.7826434968960231,0.43383649118161893,0.7357940471367429,CFLAR,age_sex,~age + sex + condition
ENSG00000003436,139.60651723725715,0.2547941949885335,0.2005743344373689,1.2703230236473513,0.20396959024683026,0.5338611895830819,TFPI,age_sex,~age + sex + condition
ENSG00000003509,545.6411912794899,-0.10257814799987469,0.08824418147849923,-1.162435259540233,0.24505870787428996,0.5808411352636665,NDUFAF7,age_sex,~age + sex + condition
ENSG00000003756,6414.698515142619,-0.17429262711211319,0.08997879714215233,-1.9370410879882987,0.05274032100528861,0.2952166454083649,RBM5,age_sex,~age + sex + condition
ENSG00000003987,2614.385675119308,-0.21760950994087333,0.13964660063278808,-1.5582871975028951,0.11916518244725507,0.4244821742321923,MTMR7,age_sex,~age + sex + condition
ENSG00000003989,2180.001837299512,-0.06424475037812459,0.1978760079680195,-0.32467175297223383,0.745429515310913,0.9051617585485865,SLC7A2,age_sex,~age + sex + condition
ENSG00000004059,1103.9623975701381,0.10803171829210145,0.13192605489190878,0.8188808373040131,0.4128544039992329,0.7214394564198279,ARF5,age_sex,~age + sex + condition
ENSG00000004139,3137.882178545891,0.09192061813691178,0.10450365497005068,0.8795923756279622,0.3790801706702488,0.6966288722258765,SARM1,age_sex,~age + sex + condition
ENSG00000004142,1339.0229657067352,0.100355418373334,0.10492834598979303,0.9564185676108545,0.3388608076578493,0.6617178632485737,POLDIP2,age_sex,~age + sex + condition
ENSG00000004399,653.2046323270932,0.604878123133467,0.2672719778465574,2.263155786128584,0.023626087665775012,0.20749946502655542,PLXND1,age_sex,~age + sex + condition
ENSG00000004455,2411.2211577661647,-0.2739311274943931,0.16456570723816824,-1.6645699282776174,0.09599858904798327,0.38545241202311603,AK2,age_sex,~age + sex + condition
ENSG00000004478,3469.1353698980324,-0.09993409813806069,0.22651877118116434,-0.44117358405646556,0.6590873354878883,0.8653803212142362,FKBP4,age_sex,~age + sex + condition
ENSG00000004487,1710.151152954954,0.005656787838444551,0.06933786429131393,0.08158295465632312,0.9349783563184961,0.9793449366636722,KDM1A,age_sex,~age + sex + condition
ENSG00000004534,3304.606204608742,-0.12194947667535797,0.11047529608050113,-1.1038619583014815,0.26965302308437344,0.6055858207753281,RBM6,age_sex,~age + sex + condition
ENSG00000004660,2410.3441529985,-0.4046249177029703,0.1393979378219766,-2.9026607138171,0.003700072560704933,0.08155444192444089,CAMKK1,age_sex,~age + sex + condition
ENSG00000004700,423.61794862266487,0.008387061242205094,0.13569732004252957,0.061807125148650416,0.9507164292903546,0.9843490949196088,RECQL,age_sex,~age + sex + condition
ENSG00000004766,1320.0633989981573,0.04974660483888504,0.0783096933511056,0.6352547521268349,0.5252622790738649,0.7933114416820684,VPS50,age_sex,~age + sex + condition
ENSG00000004776,270.17737467298093,0.14854704590956702,0.18790782436719292,0.7905314555677547,0.429217459419151,0.7334749335575882,HSPB6,age_sex,~age + sex + condition
ENSG00000004777,1646.5815794085,0.010708392083114512,0.10242694051296779,0.10454663616315646,0.916735560715043,0.9731349170678942,ARHGAP33,age_sex,~age + sex + condition
ENSG00000004779,734.4679072619691,0.06517390277847457,0.13179469613091763,0.49451081638167277,0.6209454693706755,0.8460634490076643,NDUFAB1,age_sex,~age + sex + condition
ENSG00000004799,196.35468225897893,-0.16802551130316118,0.29718208934255474,-0.5653958207066851,0.5718045665881992,0.820186601176857,PDK4,age_sex,~age + sex + condition
ENSG00000004838,154.75293908060507,0.18205402699005738,0.1931797446422611,0.9424074316238132,0.3459840838564212,0.6674249978017434,ZMYND10,age_sex,~age + sex + condition
ENSG00000004864,1392.3398418238016,0.11114185270415336,0.10198272894158728,1.0898105380942704,0.2757966109417809,0.6104731356673571,SLC25A13,age_sex,~age + sex + condition
ENSG00000004866,704.6449634582684,-0.023721555186341073,0.10575892273004686,-0.2242983813941744,0.8225251355866191,0.938541044918619,ST7,age_sex,~age + sex + condition
ENSG00000004897,1886.79958893898,-0.07427488180069067,0.08301039625417402,-0.8947660191051781,0.3709121788316879,0.6890925639220942,CDC27,age_sex,~age + sex + condition
ENSG00000004939,11.930524500313853,-0.24304551212089717,0.3890943354007408,-0.624644180107574,0.5322046164627889,0.797003649682468,SLC4A1,age_sex,~age + sex + condition
ENSG00000004961,311.43886892632736,0.1047262529153545,0.13506102212150442,0.7753995288229052,0.43810361346493276,0.7388295131834609,HCCS,age_sex,~age + sex + condition
ENSG00000004975,1714.7266834543584,0.009361654724518909,0.14454904753510858,0.06476455489784612,0.9483614632697303,0.9837009932937734,DVL2,age_sex,~age + sex + condition
ENSG00000005007,3221.587638359463,0.08317178308015505,0.05988661411052004,1.3888209296097873,0.1648872092308229,0.4878529996631888,UPF1,age_sex,~age + sex + condition
ENSG00000005020,412.4224101225315,-0.3047497317887969,0.1444200097242513,-2.110162797874557,0.034844335715311016,0.24705854751802572,SKAP2,age_sex,~age + sex + condition
ENSG00000005022,3040.37870892476,-0.01056629895756582,0.16139299139197452,-0.0654693792241789,0.9478002858530467,0.9835229016461947,SLC25A5,age_sex,~age + sex + condition
ENSG00000005059,253.31544305640995,0.3097025349234535,0.1601757028433589,1.9335175649350624,0.053172471401589184,0.29661394104871025,MCUB,age_sex,~age + sex + condition
ENSG00000005075,254.34049300054716,0.45874929999713426,0.1208276229658529,3.7967253574688087,0.00014662007393267254,0.014518533672852451,POLR2J,age_sex,~age + sex + condition
ENSG00000005100,750.9989149489533,0.20866566637112122,0.11090636299844198,1.8814580221520074,0.05990964042590773,0.312440150069291,DHX33,age_sex,~age + sex + condition
ENSG00000005108,3261.160497742366,0.028827911909204043,0.1302598587245691,0.2213107874633879,0.8248504510442154,0.9391704873845204,THSD7A,age_sex,~age + sex + condition
ENSG00000005156,1785.146284421707,0.1974522760122895,0.10377120922807527,1.9027654922890582,0.05707115183538781,0.30558032377490546,LIG3,age_sex,~age + sex + condition
ENSG00000005175,712.0286687859873,-0.08639082850561867,0.08077366940055776,-1.0695419577536505,0.28482553315301895,0.6175610453251101,RPAP3,age_sex,~age + sex + condition
ENSG00000005187,6.51675390312077,-0.34848687816165136,0.5325744594996736,-0.654343955001216,0.5128902333038079,1.0,ACSM3,age_sex,~age + sex + condition
ENSG00000005189,194.85731496535476,0.052053300917460216,0.134982746153373,0.38562929263800205,0.6997712357584729,0.8847596686683467,REXO5,age_sex,~age + sex + condition
ENSG00000005194,963.1766594853985,-0.0483025884394419,0.14174412033772912,-0.34077313629907807,0.7332743754079172,0.9003782006073159,CIAPIN1,age_sex,~age + sex + condition
ENSG00000005206,1882.4674478839752,-0.09558068203018602,0.08057115863376464,-1.1862890350708126,0.23550817533030133,0.5701620798762552,SPPL2B,age_sex,~age + sex + condition
ENSG00000005238,315.9679656079944,0.025199053930914116,0.11337083741702601,0.22227103993438196,0.8241028950234457,0.9391704873845204,ATOSB,age_sex,~age + sex + condition
ENSG00000005243,82.67234497974306,0.2152628861448787,0.14552049185604102,1.4792616723549266,0.1390703922895785,0.4534569186861555,COPZ2,age_sex,~age + sex + condition
ENSG00000005249,1005.0025599598248,0.030161930545815018,0.11610113433411982,0.2597901451937066,0.7950256530289683,0.9262653066042699,PRKAR2B,age_sex,~age + sex + condition
ENSG00000005302,457.76962489070695,-0.09402307145949729,0.10912867219475077,-0.8615799090059845,0.3889187307536648,0.7031133800304462,MSL3,age_sex,~age + sex + condition
ENSG00000005339,4535.678182409069,0.07446401393353588,0.09393002050336997,0.7927605416722366,0.4279173498311719,0.7324659911940647,CREBBP,age_sex,~age + sex + condition
ENSG00000005379,3226.448222451502,-0.060841851037850135,0.07829862701916897,-0.7770487600370682,0.43713000311848693,0.7384459663508789,TSPOAP1,age_sex,~age + sex + condition
ENSG00000005381,37.582902336663594,-0.05004739009682769,0.32538630013774344,-0.15380914954207195,0.8777602193968462,0.9583690802592879,MPO,age_sex,~age + sex + condition
ENSG00000005436,357.2210237339564,-0.0448542945345998,0.12426193902132833,-0.36096567370400523,0.7181251079084159,0.8933465728519832,GCFC2,age_sex,~age + sex + condition
ENSG00000005448,864.675529416503,0.1081668448539255,0.20483751279391207,0.5280616981653777,0.5974565138353847,0.8345148739078578,WDR54,age_sex,~age + sex + condition
ENSG00000005469,1492.9672735994166,0.18316471067878679,0.1623790079598198,1.128007326686651,0.25931682492054775,0.5962090467929125,CROT,age_sex,~age + sex + condition
ENSG00000005471,47.570642646091805,-0.0704621579857828,0.26222614361001384,-0.26870760106427466,0.7881547020504243,0.9238715937649321,ABCB4,age_sex,~age + sex + condition
ENSG00000005483,6613.639691330072,-0.1687351844913407,0.090733405149385,-1.8596809434577297,0.06293067972822707,0.31959864465984034,KMT2E,age_sex,~age + sex + condition
ENSG00000005486,2010.2546385570593,0.14754835509875844,0.07926799109050847,1.8613863309628627,0.06268963949131656,0.3191178723181861,RHBDD2,age_sex,~age + sex + condition
ENSG00000005513,1457.442560170876,1.0974978333154268,0.3136358302877107,3.4992744046770685,0.000466526196386868,0.027181041421812675,SOX8,age_sex,~age + sex + condition
ENSG00000005700,2795.3336637638936,-0.11293336204006699,0.08423305177551209,-1.3407250439060852,0.1800097403155676,0.5039661119476733,IBTK,age_sex,~age + sex + condition
ENSG00000005801,799.7692850784746,0.16586885826014597,0.0877926828891482,1.8893244038296562,0.05884837349053504,0.3095571754337567,ZNF195,age_sex,~age + sex + condition
ENSG00000005810,11283.41050783983,-0.11631957619520118,0.06771034484093981,-1.7178996277223313,0.08581492475501787,0.36657934707780016,MYCBP2,age_sex,~age + sex + condition
ENSG00000005812,1639.2271347239778,-0.05689442125689995,0.09468137844502707,-0.600904023486872,0.5479039132161798,0.8055566377453052,FBXL3,age_sex,~age + sex + condition
ENSG00000005844,24.43585892722619,0.6942501001287495,0.37780817368105757,1.8375730026286554,0.06612535003170195,0.32723537955885473,ITGAL,age_sex,~age + sex + condition
ENSG00000005882,1106.591687591947,0.1141233632415559,0.09435194900745089,1.2095496112384885,0.22645176329739036,0.5608827840559876,PDK2,age_sex,~age + sex + condition
ENSG00000005884,1214.0989542658492,-0.05985459780731797,0.12644063038137368,-0.4733810455292962,0.6359413502648454,0.8535021105938191,ITGA3,age_sex,~age + sex + condition
ENSG00000005889,2751.612056823541,0.19784564639319988,0.09317797362689291,2.1233091758940965,0.03372795228905052,0.24301773530016885,ZFX,age_sex,~age + sex + condition
ENSG00000005893,2173.360751538005,0.028560411735158744,0.09452059084252082,0.3021607406447847,0.7625295306670166,0.9132147070619988,LAMP2,age_sex,~age + sex + condition
