Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,gene_type
ENSG00000227232.5,0.1051357587095071,0.7534284074983358,3.2216506136909815,0.2338640957205312,0.8150904877790406,0.9982701381143589,WASH7P,unprocessed_pseudogene
ENSG00000278267.1,0.08487556478253154,0.34432433877827234,3.2555657146988675,0.1057648252110683,0.9157689456254069,0.9982701381143589,MIR6859-1,miRNA
ENSG00000243485.5,0.02768633646925807,-0.0163469468363954,3.293506576513355,-0.004963386729806067,0.9960398066190318,0.9982701381143589,MIR1302-2HG,lncRNA
ENSG00000238009.6,1.245089961106221,-4.045031813561621,3.1541970657086575,-1.2824283737810203,0.19969241611810828,0.9982701381143589,ENSG00000238009,lncRNA
ENSG00000233750.3,0.02768633646925807,-0.0163469468363954,3.293506576513355,-0.004963386729806067,0.9960398066190318,0.9982701381143589,CICP27,processed_pseudogene
ENSG00000268903.1,4.283905817888446,2.480233718735128,1.5824775303123233,1.5673105438948132,0.11704212201558425,0.9982701381143589,ENSG00000268903,processed_pseudogene
ENSG00000269981.1,3.9811461399523562,3.943316640674896,1.9902068714066699,1.9813601778431085,0.047550896224035195,0.7814573852455374,ENSG00000269981,processed_pseudogene
ENSG00000241860.7,1.2450164648462274,0.3504177786924882,1.2794651815213611,0.27387832334430573,0.7841781303574182,0.9982701381143589,ENSG00000241860,lncRNA
ENSG00000279928.2,0.9270939196812096,-0.4170803541910927,1.781390082492942,-0.23413196148898238,0.8148825337383887,0.9982701381143589,DDX11L17,unprocessed_pseudogene
ENSG00000279457.4,2.2184552189539346,-0.01738772680519208,1.2561647696818632,-0.013841915666521758,0.9889561018648306,0.9982701381143589,WASH9P,unprocessed_pseudogene
ENSG00000228463.10,0.8070542947568591,3.2765165320338605,2.2093293386950985,1.483036718269028,0.13806465546452384,0.9982701381143589,ENSG00000228463,transcribed_processed_pseudogene
ENSG00000286448.1,0.44647179480241495,0.05723863161525087,2.8763171385121176,0.019899972380952292,0.9841231671782692,0.9982701381143589,ENSG00000286448,lncRNA
ENSG00000290385.1,1.1338352392218198,1.3160017307411371,1.9951937993378455,0.6595859165048954,0.5095195944602131,0.9982701381143589,ENSG00000290385,lncRNA
ENSG00000278757.1,0.02768633646925807,-0.0163469468363954,3.293506576513355,-0.004963386729806067,0.9960398066190318,0.9982701381143589,U6,snRNA
ENSG00000230021.10,0.03634197310592003,-0.0163469468363954,3.293506576513355,-0.004963386729806067,0.9960398066190318,0.9982701381143589,ENSG00000230021,transcribed_processed_pseudogene
ENSG00000225972.1,6.096855357786457,-0.48443187563487833,0.5543877903515692,-0.8738141136327556,0.38221949307030123,0.9982701381143589,MTND1P23,unprocessed_pseudogene
ENSG00000225630.1,758.3797541093007,-0.21743865176453483,0.37290541599883487,-0.5830933057974524,0.5598304899163267,0.9982701381143589,MTND2P28,unprocessed_pseudogene
ENSG00000237973.1,91.488836758704,-0.32598336148382934,0.33991675666050314,-0.9590093900825549,0.337554014750147,0.9982701381143589,MTCO1P12,unprocessed_pseudogene
ENSG00000229344.1,7.559015179522952,-0.9573842635354378,0.6004910574086948,-1.5943355887210844,0.11086089065977996,0.9982701381143589,MTCO2P12,unprocessed_pseudogene
ENSG00000240409.1,2.6102847176210826,-0.6970917868856489,0.9896543549128869,-0.7043790424658006,0.4811967538680312,0.9982701381143589,MTATP8P1,unprocessed_pseudogene
ENSG00000248527.1,1884.3805308839062,0.4917817782505749,0.3896134708792608,1.2622299150507954,0.20686606720025646,0.9982701381143589,MTATP6P1,unprocessed_pseudogene
ENSG00000198744.5,10.768246246733723,-0.7337134032006525,0.45249228909556494,-1.621493715765164,0.104911796640997,0.9982701381143589,MTCO3P12,unprocessed_pseudogene
ENSG00000291215.1,6.808878005614036,1.0759947930376133,1.164031941908216,0.9243687860263681,0.35529434047252695,0.9982701381143589,ENSG00000291215,lncRNA
ENSG00000237491.10,3.4392106715459305,-0.6618925006564774,1.559729972717683,-0.4243635194771515,0.6713007214210408,0.9982701381143589,LINC01409,lncRNA
ENSG00000290784.1,1.1044675784936924,0.025984081270199456,2.0308867365286027,0.012794451213273507,0.9897917834244854,0.9982701381143589,ENSG00000290784,lncRNA
ENSG00000177757.2,2.7883050754114334,-0.6854089545421347,1.5453795296128807,-0.44352144014346456,0.657388614835666,0.9982701381143589,FAM87B,lncRNA
ENSG00000225880.6,3.8145259456570177,0.20860828308709758,1.1443380522683277,0.18229602928399563,0.8553504146489206,0.9982701381143589,LINC00115,lncRNA
ENSG00000228794.12,165.64703329357417,-0.02959738643563706,0.7161278893033101,-0.04132974972449555,0.9670330164757156,0.9982701381143589,LINC01128,lncRNA
ENSG00000288531.1,2.6762018202316633,-2.2280364927879215,1.527113633943582,-1.4589853978543121,0.1445691267472559,0.9982701381143589,ENSG00000288531,lncRNA
ENSG00000230368.2,0.40569188934756967,0.8061656962807661,3.21787743278354,0.25052716056478685,0.8021797031497742,0.9982701381143589,FAM41C,lncRNA
ENSG00000234711.1,0.13523062978252323,-0.0163469468363954,3.293506576513355,-0.004963386729806067,0.9960398066190318,0.9982701381143589,TUBB8P11,unprocessed_pseudogene
ENSG00000230699.2,0.13997779047707415,-0.28895143521138655,2.5419924651568193,-0.11367123985301061,0.9094984119875561,0.9982701381143589,ENSG00000230699,lncRNA
ENSG00000223764.2,0.1610216956976068,0.27543007656340823,3.1940007931360976,0.08623356548793193,0.931280748677241,0.9982701381143589,LINC02593,lncRNA
ENSG00000187634.13,0.03611715839065072,-0.6976156921923709,3.3024351130884773,-0.21124281577176915,0.8326978023337283,0.9982701381143589,SAMD11,protein_coding
ENSG00000188976.11,861.3504557472324,0.2137108688064715,0.3813672531219173,0.560380753871784,0.5752197563812662,0.9982701381143589,NOC2L,protein_coding
ENSG00000187961.15,11.195903886900755,0.1932921213063705,1.4217007399076076,0.13595837427708735,0.89185418784595,0.9982701381143589,KLHL17,protein_coding
ENSG00000187583.11,1.1099970097012712,1.7442491378523886,2.522679574498668,0.6914271457559262,0.4892971497861319,0.9982701381143589,PLEKHN1,protein_coding
ENSG00000187642.10,0.13523062978252323,-0.0163469468363954,3.293506576513355,-0.004963386729806067,0.9960398066190318,0.9982701381143589,PERM1,protein_coding
